reviewers,messages,len_messages,churn,revisions,files,duration,len_description,inline_comments,,,,,,,,,,,,,,,,,
5,14,355,13,3,1,262.7894,239,2,,,,,,,,,,,,,,,,,
13,57,20163,22,2,1,176.0303,279,1,,,,,,,,,,,,,,,,,
5,9,380,24,2,1,212.5947,239,2,,,,,,,,,,,,,,,,,
3,8,244,79,5,5,333.8908,92,0,,,,,,,,,,,,,,,,,
4,23,859,212,9,15,1205.863,444,5,,,,,,,,,,,,,,,,,
3,7,247,24,2,1,20.49639,176,0,,,,,,,,,,,,,,,,,
3,8,465,154,1,1,20.49611,306,0,,,,,,,,,,,,,,,,,
3,27,946,630,10,13,517.9183,427,9,,,,,,,,,,,,,,,,,
4,11,306,22,2,1,185.8519,164,3,,,,,,,,,,,,,,,,,
6,35,2647,20,13,2,1380.628,391,19,,,,,,,,,,,,,,,,,
8,11,2867,313,1,2,64.50944,673,0,,,,,,,,,,,,,,,,,
4,9,260,151,3,1,472.0244,228,1,,,,,,,,,,,,,,,,,
4,5,147,117,2,2,475.5639,520,0,,,,,,,,,,,,,,,,,
4,34,2409,257,17,2,1988.729,92,18,,,,,,,,,,,,,,,,,
5,6,219,91,2,40,156.0175,299,1,,,,,,,,,,,,,,,,,
2,4,105,39,2,1,29.02,249,0,,,,,,,,,,,,,,,,,
1,2,58,2,1,1,1.244167,223,0,,,,,,,,,,,,,,,,,
3,10,329,69,5,2,70.87889,196,3,,,,,,,,,,,,,,,,,
4,22,3948,201,6,16,137.8142,179,0,,,,,,,,,,,,,,,,,
2,6,160,341,4,16,62.28444,622,1,,,,,,,,,,,,,,,,,
3,8,2102,368,1,4,70.07222,579,0,,,,,,,,,,,,,,,,,
16,71,17826,303,7,2,413.7011,441,18,,,,,,,,,,,,,,,,,
2,6,190,105,3,1,1611.271,422,0,,,,,,,,,,,,,,,,,
2,8,180,115,4,17,24.3325,110,0,,,,,,,,,,,,,,,,,
1,4,150,323,3,5,292.4158,389,0,,,,,,,,,,,,,,,,,
8,23,2599,68,3,5,513.1664,214,0,,,,,,,,,,,,,,,,,
3,6,231,3,2,1,11.94889,203,0,,,,,,,,,,,,,,,,,
1,3,104,81,2,2,186.6844,78,0,,,,,,,,,,,,,,,,,
27,382,64754,146,43,8,10299.14,272,26,,,,,,,,,,,,,,,,,
31,443,79189,343,52,29,9900.989,354,152,,,,,,,,,,,,,,,,,
1,7,202,96,2,1,43.08556,107,2,,,,,,,,,,,,,,,,,
3,7,176,582,2,3,52.87694,385,4,,,,,,,,,,,,,,,,,
13,41,10716,368,4,4,226.8297,510,0,,,,,,,,,,,,,,,,,
4,10,380,70,4,2,623.1,548,3,,,,,,,,,,,,,,,,,
17,34,8236,21,2,1,182.8536,257,0,,,,,,,,,,,,,,,,,
4,16,908,49,6,3,104.0264,150,3,,,,,,,,,,,,,,,,,
2,4,121,53,1,2,7.138889,332,0,,,,,,,,,,,,,,,,,
3,9,471,57,2,2,263.025,263,5,,,,,,,,,,,,,,,,,
1,7,227,40,4,1,90.76861,621,0,,,,,,,,,,,,,,,,,
13,72,19701,180,7,12,497.6597,280,3,,,,,,,,,,,,,,,,,
3,7,290,165,3,3,287.1672,197,2,,,,,,,,,,,,,,,,,
3,18,3818,55,5,2,287.3314,151,6,,,,,,,,,,,,,,,,,
7,25,1132,2473,8,13,606.1739,935,15,,,,,,,,,,,,,,,,,
17,137,41624,194,10,4,636.8272,240,1,,,,,,,,,,,,,,,,,
4,5,145,622,1,5,521.0625,197,0,,,,,,,,,,,,,,,,,
2,12,1229,498,4,9,221.5306,170,6,,,,,,,,,,,,,,,,,
3,7,1894,61,2,5,25.00694,271,0,,,,,,,,,,,,,,,,,
3,6,293,43,3,3,27.58528,201,0,,,,,,,,,,,,,,,,,
3,3,109,71,1,3,27.3125,201,0,,,,,,,,,,,,,,,,,
5,10,1852,88,3,2,169.7719,178,0,,,,,,,,,,,,,,,,,
1,2,58,502,1,6,15.78139,178,0,,,,,,,,,,,,,,,,,
3,5,224,16,1,1,0.472222,228,2,,,,,,,,,,,,,,,,,
17,62,13893,265,4,3,362.7278,904,49,,,,,,,,,,,,,,,,,
5,6,228,243,1,3,428.8208,184,0,,,,,,,,,,,,,,,,,
2,4,153,65,2,2,47.57417,338,0,,,,,,,,,,,,,,,,,
6,31,1563,53,12,4,1913.767,271,3,,,,,,,,,,,,,,,,,
7,10,249,8786,7,47,311.1964,580,0,,,,,,,,,,,,,,,,,
7,30,1036,553,13,13,3338.201,537,10,,,,,,,,,,,,,,,,,
4,37,2420,731,11,5,621.6814,502,42,,,,,,,,,,,,,,,,,
4,19,721,356,7,11,759.3731,395,0,,,,,,,,,,,,,,,,,
1,3,79,48,1,1,73.24333,250,0,,,,,,,,,,,,,,,,,
7,11,441,3642,3,17,159.7944,241,3,,,,,,,,,,,,,,,,,
7,16,1417,43,5,1,217.2628,239,10,,,,,,,,,,,,,,,,,
3,13,4158,67,7,2,317.635,120,3,,,,,,,,,,,,,,,,,
3,9,960,544,3,1,1256.849,210,3,,,,,,,,,,,,,,,,,
1,5,112,63,3,2,101.6011,109,60,,,,,,,,,,,,,,,,,
1,5,180,146,4,4,10.5125,81,0,,,,,,,,,,,,,,,,,
1,3,70,23,1,1,5.975833,119,0,,,,,,,,,,,,,,,,,
2,3,84,166,1,5,42.68417,284,0,,,,,,,,,,,,,,,,,
4,8,1112,93,1,1,46.93139,745,2,,,,,,,,,,,,,,,,,
2,3,84,8,1,2,0.171111,822,0,,,,,,,,,,,,,,,,,
2,3,84,82,1,1,218.4256,263,0,,,,,,,,,,,,,,,,,
10,31,12053,885,2,2,312.0064,295,22,,,,,,,,,,,,,,,,,
3,10,309,74,4,1,223.5456,163,6,,,,,,,,,,,,,,,,,
2,8,213,10,2,1,18.41833,116,1,,,,,,,,,,,,,,,,,
2,7,2595,143,1,4,262.8572,577,0,,,,,,,,,,,,,,,,,
3,6,2478,296,1,2,737.6758,601,0,,,,,,,,,,,,,,,,,
2,5,134,54,1,7,255.9389,252,2,,,,,,,,,,,,,,,,,
3,9,414,346,4,4,2769.94,363,0,,,,,,,,,,,,,,,,,
3,8,270,224,5,39,193.3364,81,0,,,,,,,,,,,,,,,,,
3,11,386,24,4,1,234.7931,125,2,,,,,,,,,,,,,,,,,
16,59,3345,216,27,25,5781.564,78,30,,,,,,,,,,,,,,,,,
5,13,413,97,7,3,473.4961,371,3,,,,,,,,,,,,,,,,,
5,14,983,54,3,1,10125.1,337,8,,,,,,,,,,,,,,,,,
2,3,120,26,1,5,29.93944,104,0,,,,,,,,,,,,,,,,,
5,10,3164,18,1,6,85.5325,275,0,,,,,,,,,,,,,,,,,
3,31,892,420,10,4,881.8778,525,4,,,,,,,,,,,,,,,,,
2,9,210,468,6,1,98.88167,121,0,,,,,,,,,,,,,,,,,
2,8,189,68,6,3,121.09,257,0,,,,,,,,,,,,,,,,,
8,44,1691,97,9,25,325.7197,286,6,,,,,,,,,,,,,,,,,
5,13,668,188,2,3,260.7875,883,4,,,,,,,,,,,,,,,,,
5,9,658,150,3,1,5930.54,220,5,,,,,,,,,,,,,,,,,
1,5,174,414,3,16,11.27389,76,4,,,,,,,,,,,,,,,,,
4,26,1365,1021,13,140,360.7472,142,12,,,,,,,,,,,,,,,,,
3,7,182,107,3,2,58.95056,179,0,,,,,,,,,,,,,,,,,
4,17,484,62,8,1,404.6967,269,8,,,,,,,,,,,,,,,,,
37,100,31399,511,5,4,421.1908,258,10,,,,,,,,,,,,,,,,,
4,16,1008,12,6,1,107.3369,173,2,,,,,,,,,,,,,,,,,
4,17,465,75,8,3,400.6292,254,0,,,,,,,,,,,,,,,,,
5,15,471,9,9,1,424.5192,151,2,,,,,,,,,,,,,,,,,
25,179,36284,2750,12,29,1652.992,234,26,,,,,,,,,,,,,,,,,
5,40,1586,117,12,3,562.6858,400,19,,,,,,,,,,,,,,,,,
2,4,91,243,1,6,13.47472,256,0,,,,,,,,,,,,,,,,,
2,6,138,231,3,4,15.44222,192,0,,,,,,,,,,,,,,,,,
4,47,1599,1806,29,23,433.2933,106,33,,,,,,,,,,,,,,,,,
4,15,594,110,5,4,81.07306,231,0,,,,,,,,,,,,,,,,,
5,17,2405,210,2,4,308.1325,1686,12,,,,,,,,,,,,,,,,,
2,7,310,8,3,1,68.17472,215,2,,,,,,,,,,,,,,,,,
3,7,273,349,2,17,41.89694,271,5,,,,,,,,,,,,,,,,,
6,22,1229,1370,8,14,838.5453,750,3,,,,,,,,,,,,,,,,,
5,15,666,1512,8,48,453.2717,774,4,,,,,,,,,,,,,,,,,
1,21,720,1032,15,13,113.6186,73,0,,,,,,,,,,,,,,,,,
2,3,84,30,1,3,8.668056,329,0,,,,,,,,,,,,,,,,,
9,69,11439,493,19,12,5400.395,103,21,,,,,,,,,,,,,,,,,
1,3,70,5,1,3,186.2206,167,0,,,,,,,,,,,,,,,,,
2,3,84,69,1,2,553.6492,622,0,,,,,,,,,,,,,,,,,
1,2,58,330,1,8,3.3275,577,0,,,,,,,,,,,,,,,,,
3,9,478,324,4,7,94.09222,540,2,,,,,,,,,,,,,,,,,
4,22,891,245,7,2,1877.67,120,18,,,,,,,,,,,,,,,,,
1,3,104,20,1,1,21.5125,100,0,,,,,,,,,,,,,,,,,
3,20,7010,31,1,1,640.0058,201,0,,,,,,,,,,,,,,,,,
7,17,4507,195,3,10,240.3922,957,4,,,,,,,,,,,,,,,,,
6,6,161,1,1,1,137.7356,91,1,,,,,,,,,,,,,,,,,
3,8,239,32,4,1,266.3761,428,0,,,,,,,,,,,,,,,,,
2,9,301,163,6,1,160.6067,465,0,,,,,,,,,,,,,,,,,
1,2,58,68,1,3,22.65444,193,0,,,,,,,,,,,,,,,,,
6,43,16266,104,14,1,332.3522,117,1,,,,,,,,,,,,,,,,,
7,16,706,59,4,1,37.78083,172,12,,,,,,,,,,,,,,,,,
4,14,3048,39,1,7,26.23306,381,4,,,,,,,,,,,,,,,,,
5,18,1364,2074,5,21,47.64528,513,5,,,,,,,,,,,,,,,,,
6,12,431,350,5,11,276.9517,195,7,,,,,,,,,,,,,,,,,
13,66,2567,345,31,6,1839.537,307,33,,,,,,,,,,,,,,,,,
2,3,84,20,1,1,70.27972,241,0,,,,,,,,,,,,,,,,,
4,111,43129,207,41,3,1397.209,151,38,,,,,,,,,,,,,,,,,
3,10,384,380,2,10,21.475,94,0,,,,,,,,,,,,,,,,,
3,4,215,151,1,4,163.7067,292,1,,,,,,,,,,,,,,,,,
4,28,1156,3887,6,65,634.6611,594,32,,,,,,,,,,,,,,,,,
3,16,428,21,6,1,217.565,255,2,,,,,,,,,,,,,,,,,
3,8,627,503,2,11,498.6206,78,5,,,,,,,,,,,,,,,,,
1,4,162,18,1,4,27.3225,387,0,,,,,,,,,,,,,,,,,
2,14,1552,24,4,1,1645.383,96,0,,,,,,,,,,,,,,,,,
23,132,38542,791,15,5,1669.196,2563,17,,,,,,,,,,,,,,,,,
3,11,299,346,5,3,96.08,340,4,,,,,,,,,,,,,,,,,
4,29,770,244,15,5,3263.551,524,13,,,,,,,,,,,,,,,,,
3,11,288,38,1,1,33.87889,104,0,,,,,,,,,,,,,,,,,
20,102,27326,948,8,10,1610.226,2394,12,,,,,,,,,,,,,,,,,
3,5,220,167,1,2,147.7933,364,0,,,,,,,,,,,,,,,,,
5,18,890,205,6,10,63.90556,328,3,,,,,,,,,,,,,,,,,
10,30,1084,325,16,3,356.2883,363,15,,,,,,,,,,,,,,,,,
4,21,781,13949,8,71,405.965,450,24,,,,,,,,,,,,,,,,,
4,42,1522,273,17,15,457.4167,62,79,,,,,,,,,,,,,,,,,
5,10,267,39,2,1,183.8086,151,3,,,,,,,,,,,,,,,,,
1,2,58,153,1,1,2.191111,78,0,,,,,,,,,,,,,,,,,
5,22,1584,174,8,6,1295.705,119,3,,,,,,,,,,,,,,,,,
1,4,100,238,3,9,1.016944,90,0,,,,,,,,,,,,,,,,,
2,3,84,14,1,2,97.08444,192,0,,,,,,,,,,,,,,,,,
5,11,326,105,4,5,16.79278,160,7,,,,,,,,,,,,,,,,,
2,3,139,6,1,1,44.44972,179,0,,,,,,,,,,,,,,,,,
9,11,411,1004,3,12,144.1669,617,2,,,,,,,,,,,,,,,,,
22,323,77006,235,48,1,5025.336,558,10,,,,,,,,,,,,,,,,,
3,11,323,37,7,3,20.56861,76,1,,,,,,,,,,,,,,,,,
9,13,388,2202,7,98,500.6839,86,0,,,,,,,,,,,,,,,,,
9,11,328,3446,7,86,524.0497,79,1,,,,,,,,,,,,,,,,,
42,135,48504,1020,8,6,1506.636,202,12,,,,,,,,,,,,,,,,,
2,5,134,54,2,1,70.71167,328,0,,,,,,,,,,,,,,,,,
2,4,113,17,1,1,74.14444,207,0,,,,,,,,,,,,,,,,,
4,50,2372,85,14,5,1358.254,584,32,,,,,,,,,,,,,,,,,
2,4,120,152,2,2,33.98306,463,0,,,,,,,,,,,,,,,,,
4,11,816,136,3,16,37.40639,471,1,,,,,,,,,,,,,,,,,
2,4,576,99,1,4,9.609722,931,1,,,,,,,,,,,,,,,,,
3,13,479,42,9,1,527.6931,340,0,,,,,,,,,,,,,,,,,
2,23,622,112,10,11,2.6225,306,17,,,,,,,,,,,,,,,,,
4,10,2184,183,2,15,51.85667,645,0,,,,,,,,,,,,,,,,,
3,29,1341,95,9,3,1484.861,120,16,,,,,,,,,,,,,,,,,
2,3,81,1890,2,18,2.616389,205,0,,,,,,,,,,,,,,,,,
1,5,223,1890,3,18,1.244444,148,0,,,,,,,,,,,,,,,,,
5,8,619,30,1,1,75.73667,730,0,,,,,,,,,,,,,,,,,
4,4,476,40,1,4,29.53472,461,0,,,,,,,,,,,,,,,,,
11,46,4673,27,10,1,702.2083,236,6,,,,,,,,,,,,,,,,,
5,17,3002,73,4,9,97.33083,581,1,,,,,,,,,,,,,,,,,
6,8,1210,322,1,2,739.4253,745,0,,,,,,,,,,,,,,,,,
15,33,6873,36,4,1,368.8022,207,12,,,,,,,,,,,,,,,,,
2,4,243,6865,1,14,117.3867,317,0,,,,,,,,,,,,,,,,,
3,3,99,3,1,1,2.826667,104,0,,,,,,,,,,,,,,,,,
4,7,244,82,4,7,140.0997,338,0,,,,,,,,,,,,,,,,,
1,2,58,26,1,1,2.424167,75,0,,,,,,,,,,,,,,,,,
5,25,1768,28,6,2,1421.957,88,13,,,,,,,,,,,,,,,,,
2,4,130,114,2,1,163.2467,155,0,,,,,,,,,,,,,,,,,
8,6,147,78,4,1,5.478056,414,0,,,,,,,,,,,,,,,,,
3,16,411,163,8,8,335.6431,146,5,,,,,,,,,,,,,,,,,
4,32,8793,22,7,1,464.1592,92,33,,,,,,,,,,,,,,,,,
7,48,2878,428,16,11,1046.404,361,17,,,,,,,,,,,,,,,,,
1,3,79,56,2,1,0.254722,266,0,,,,,,,,,,,,,,,,,
6,17,3289,356,3,1,210.4972,476,38,,,,,,,,,,,,,,,,,
6,10,341,180,5,6,49.41278,284,4,,,,,,,,,,,,,,,,,
8,18,1462,5,3,1,7356.761,221,2,,,,,,,,,,,,,,,,,
16,29,9546,46,1,1,128.6414,143,0,,,,,,,,,,,,,,,,,
2,17,889,1372,7,2,961.1114,227,69,,,,,,,,,,,,,,,,,
7,24,3415,1350,6,8,337.8236,342,131,,,,,,,,,,,,,,,,,
2,5,112,725,3,7,244.4347,422,0,,,,,,,,,,,,,,,,,
6,194,40322,1653,63,26,1488.54,479,20,,,,,,,,,,,,,,,,,
2,6,175,140,3,1,744.0528,162,2,,,,,,,,,,,,,,,,,
20,38,2329,71,21,1,4894.871,233,18,,,,,,,,,,,,,,,,,
5,18,942,46,5,1,1397.87,185,9,,,,,,,,,,,,,,,,,
2,7,198,65,5,1,22.43167,314,0,,,,,,,,,,,,,,,,,
6,12,692,77,3,1,11.73139,199,2,,,,,,,,,,,,,,,,,
2,3,84,216,1,1,53.56889,210,0,,,,,,,,,,,,,,,,,
4,13,3782,28,5,4,1390.474,371,0,,,,,,,,,,,,,,,,,
6,26,14350,25,5,2,1351.071,357,0,,,,,,,,,,,,,,,,,
3,6,1101,346,2,11,67.27056,450,2,,,,,,,,,,,,,,,,,
16,27,1724,391,15,7,4802.801,224,32,,,,,,,,,,,,,,,,,
4,13,2601,82,4,3,83.99806,307,0,,,,,,,,,,,,,,,,,
4,41,9119,148,9,4,81.94389,327,0,,,,,,,,,,,,,,,,,
1,6,170,25,5,3,292.8244,97,0,,,,,,,,,,,,,,,,,
2,13,355,52,7,8,292.8847,103,4,,,,,,,,,,,,,,,,,
8,12,369,83,7,7,382.9019,535,0,,,,,,,,,,,,,,,,,
1,2,71,164,1,1,2265.862,247,1,,,,,,,,,,,,,,,,,
8,49,1683,115,29,26,2475.519,237,10,,,,,,,,,,,,,,,,,
3,30,9989,180,1,2,118.5317,198,0,,,,,,,,,,,,,,,,,
4,28,4413,86,9,2,7.311944,319,3,,,,,,,,,,,,,,,,,
3,18,3658,289,3,5,215.9147,481,10,,,,,,,,,,,,,,,,,
1,2,58,35,1,1,0.03,151,0,,,,,,,,,,,,,,,,,
3,6,191,72,1,1,260.8467,341,2,,,,,,,,,,,,,,,,,
6,11,421,58,4,5,1205.085,330,4,,,,,,,,,,,,,,,,,
6,8,272,202,3,8,7.875833,304,3,,,,,,,,,,,,,,,,,
15,311,56945,741,48,17,3260.044,320,4,,,,,,,,,,,,,,,,,
5,8,240,8,1,2,2006.863,221,2,,,,,,,,,,,,,,,,,
1,2,58,28,1,1,344.7608,80,0,,,,,,,,,,,,,,,,,
21,260,59687,225,40,1,4064.209,393,16,,,,,,,,,,,,,,,,,
3,10,290,152,1,2,105.1386,394,0,,,,,,,,,,,,,,,,,
4,5,1883,1169,1,13,217.5103,225,0,,,,,,,,,,,,,,,,,
5,10,3851,4470,3,28,241.365,232,0,,,,,,,,,,,,,,,,,
7,21,554,133,6,2,65.00667,325,6,,,,,,,,,,,,,,,,,
21,84,18733,240,10,3,2232.516,939,10,,,,,,,,,,,,,,,,,
2,14,395,1444,10,17,301.9181,161,1,,,,,,,,,,,,,,,,,
2,2,58,332,1,1,45.23667,172,0,,,,,,,,,,,,,,,,,
4,18,4170,1806,5,1,1117.776,1752,19,,,,,,,,,,,,,,,,,
15,52,7294,366,6,16,1949.59,449,3,,,,,,,,,,,,,,,,,
4,10,261,139,5,7,129.0086,364,2,,,,,,,,,,,,,,,,,
4,9,3758,196,3,16,151.0542,309,0,,,,,,,,,,,,,,,,,
9,20,3363,6,2,1,5885.887,259,2,,,,,,,,,,,,,,,,,
4,121,10818,2026,45,6,1225.088,424,66,,,,,,,,,,,,,,,,,
3,4,145,71,1,3,15.15722,444,0,,,,,,,,,,,,,,,,,
3,3,126,387,1,17,74.67694,242,0,,,,,,,,,,,,,,,,,
5,9,280,33,2,1,161.5119,553,0,,,,,,,,,,,,,,,,,
2,5,146,75,3,2,5774.612,600,0,,,,,,,,,,,,,,,,,
2,6,147,65,4,1,96.09194,284,0,,,,,,,,,,,,,,,,,
4,15,356,123,2,2,727.9183,315,0,,,,,,,,,,,,,,,,,
2,8,421,359,6,9,22.33444,80,0,,,,,,,,,,,,,,,,,
20,65,15595,211,7,1,5307.781,352,6,,,,,,,,,,,,,,,,,
2,32,10462,190,1,1,831.8356,249,0,,,,,,,,,,,,,,,,,
7,17,912,929,6,16,160.375,769,6,,,,,,,,,,,,,,,,,
4,17,2225,172,3,3,172.5478,553,2,,,,,,,,,,,,,,,,,
2,4,117,40,1,1,33.58139,242,0,,,,,,,,,,,,,,,,,
4,8,303,43,2,1,53.8425,242,3,,,,,,,,,,,,,,,,,
2,5,138,37,2,1,57.87444,226,0,,,,,,,,,,,,,,,,,
3,6,237,42,1,1,56.38028,228,2,,,,,,,,,,,,,,,,,
2,4,152,34,1,1,56.51833,222,0,,,,,,,,,,,,,,,,,
3,7,372,83,2,1,151.5364,707,4,,,,,,,,,,,,,,,,,
7,19,3269,166,8,1,318.8497,109,10,,,,,,,,,,,,,,,,,
6,13,864,12,3,2,675.1869,183,5,,,,,,,,,,,,,,,,,
5,6,174,7,1,1,151.2783,169,0,,,,,,,,,,,,,,,,,
3,5,141,17,2,1,323.7425,246,0,,,,,,,,,,,,,,,,,
3,6,176,412,2,2,2.945556,593,2,,,,,,,,,,,,,,,,,
35,153,47316,112,8,1,168.7675,155,16,,,,,,,,,,,,,,,,,
6,23,1174,172,12,4,75.02139,533,9,,,,,,,,,,,,,,,,,
4,31,1315,24,12,2,146.5861,397,17,,,,,,,,,,,,,,,,,
5,357,31713,116,73,2,6245.834,81,485,,,,,,,,,,,,,,,,,
15,63,18677,68,5,3,1844.725,297,4,,,,,,,,,,,,,,,,,
68,478,149364,1678,30,12,5884.053,414,47,,,,,,,,,,,,,,,,,
16,150,22347,194,20,2,1449.669,833,20,,,,,,,,,,,,,,,,,
4,10,232,101,5,5,110.4853,102,0,,,,,,,,,,,,,,,,,
5,63,22197,37,23,1,4662.7,83,12,,,,,,,,,,,,,,,,,
3,10,832,276,1,4,130.2722,514,1,,,,,,,,,,,,,,,,,
4,6,147,30,1,9,8.185,368,0,,,,,,,,,,,,,,,,,
4,11,443,50,6,3,9.664167,94,0,,,,,,,,,,,,,,,,,
17,34,7573,78,2,2,341.8608,318,0,,,,,,,,,,,,,,,,,
1,4,133,263,3,13,20.76583,128,0,,,,,,,,,,,,,,,,,
3,15,393,94,4,2,30.15528,219,7,,,,,,,,,,,,,,,,,
3,9,234,184,3,4,1661.355,254,1,,,,,,,,,,,,,,,,,
3,12,276,377,10,5,113.2139,92,11,,,,,,,,,,,,,,,,,
3,5,420,33,2,1,55.99167,414,0,,,,,,,,,,,,,,,,,
3,5,334,81,1,1,3.793611,232,0,,,,,,,,,,,,,,,,,
3,5,334,26,1,1,3.784167,98,0,,,,,,,,,,,,,,,,,
3,18,553,43,7,2,53.18444,870,6,,,,,,,,,,,,,,,,,
2,31,8920,63,1,4,1371.529,398,0,,,,,,,,,,,,,,,,,
1,3,79,79,2,4,2.440278,217,0,,,,,,,,,,,,,,,,,
6,38,1873,282,19,4,1095.414,169,20,,,,,,,,,,,,,,,,,
4,24,5638,508,9,8,191.2069,553,13,,,,,,,,,,,,,,,,,
13,34,10510,39,3,1,26.78194,267,0,,,,,,,,,,,,,,,,,
2,6,361,11,1,1,94.41389,191,0,,,,,,,,,,,,,,,,,
2,4,128,11,1,1,49.35222,191,0,,,,,,,,,,,,,,,,,
2,4,128,11,1,1,87.11194,191,0,,,,,,,,,,,,,,,,,
3,8,570,275,3,4,136.0411,395,0,,,,,,,,,,,,,,,,,
34,111,35140,257,4,1,247.1442,166,6,,,,,,,,,,,,,,,,,
5,8,334,7,2,2,89.70306,505,0,,,,,,,,,,,,,,,,,
4,7,212,463,3,3,391.9236,458,1,,,,,,,,,,,,,,,,,
3,11,651,303,5,1,259.6386,76,0,,,,,,,,,,,,,,,,,
3,8,225,48,2,1,174.6892,386,4,,,,,,,,,,,,,,,,,
3,26,7541,281,1,1,188.9383,138,0,,,,,,,,,,,,,,,,,
11,22,4574,143,2,1,705.7058,461,0,,,,,,,,,,,,,,,,,
3,12,467,146,3,2,216.8853,257,2,,,,,,,,,,,,,,,,,
3,10,278,6,4,2,17.00667,505,3,,,,,,,,,,,,,,,,,
5,11,287,35,2,2,49.71778,370,1,,,,,,,,,,,,,,,,,
2,6,710,86,1,4,48.05972,240,3,,,,,,,,,,,,,,,,,
4,10,440,85,3,3,49.87167,100,6,,,,,,,,,,,,,,,,,
2,9,288,58,4,3,44.50861,223,11,,,,,,,,,,,,,,,,,
2,7,230,71,3,1,65.48556,340,2,,,,,,,,,,,,,,,,,
6,20,3889,91,4,5,336.4075,247,11,,,,,,,,,,,,,,,,,
5,22,8193,31,5,1,693.8561,97,0,,,,,,,,,,,,,,,,,
5,15,6681,27,3,1,693.5378,97,0,,,,,,,,,,,,,,,,,
5,8,335,54,1,1,64.37222,297,1,,,,,,,,,,,,,,,,,
2,4,105,30,1,3,24.17028,192,0,,,,,,,,,,,,,,,,,
11,59,16550,157,10,3,2152.915,190,35,,,,,,,,,,,,,,,,,
5,17,427,239,4,23,6145.274,433,0,,,,,,,,,,,,,,,,,
4,3,93,119,1,1,25.36694,278,0,,,,,,,,,,,,,,,,,
1,2,58,105,1,7,5.63,79,0,,,,,,,,,,,,,,,,,
1,2,58,274,1,4,1.964167,173,0,,,,,,,,,,,,,,,,,
2,14,615,1019,8,21,734.2758,288,0,,,,,,,,,,,,,,,,,
9,14,711,2,3,9,795.8022,204,0,,,,,,,,,,,,,,,,,
2,11,654,1992,7,54,702.3919,142,0,,,,,,,,,,,,,,,,,
7,13,3918,28,1,2,12.475,444,0,,,,,,,,,,,,,,,,,
1,2,58,831,1,5,1.874167,693,0,,,,,,,,,,,,,,,,,
3,7,1661,725,1,5,74.28306,275,0,,,,,,,,,,,,,,,,,
3,8,238,83,4,4,31.16528,142,2,,,,,,,,,,,,,,,,,
2,7,636,33,1,1,1527.14,371,1,,,,,,,,,,,,,,,,,
2,15,1203,266,7,6,192.1375,355,21,,,,,,,,,,,,,,,,,
7,27,921,221,19,3,370.24,132,5,,,,,,,,,,,,,,,,,
2,6,1616,725,1,5,0.621667,275,0,,,,,,,,,,,,,,,,,
3,24,3070,119,6,3,952.7997,452,5,,,,,,,,,,,,,,,,,
4,26,1493,225,9,3,144.7492,616,12,,,,,,,,,,,,,,,,,
9,18,5599,134,2,2,1453.442,428,0,,,,,,,,,,,,,,,,,
9,24,7321,266,2,2,1453.435,680,0,,,,,,,,,,,,,,,,,
2,5,157,182,2,6,14.64861,269,0,,,,,,,,,,,,,,,,,
5,11,454,120,8,6,4873.331,280,0,,,,,,,,,,,,,,,,,
5,8,226,341,6,1,155.8578,444,0,,,,,,,,,,,,,,,,,
3,8,215,1383,5,8,206.7811,634,0,,,,,,,,,,,,,,,,,
6,26,7035,272,8,11,337.5428,90,15,,,,,,,,,,,,,,,,,
9,96,3527,33,62,3,2051.811,99,26,,,,,,,,,,,,,,,,,
6,47,1564,135,13,1,792.0881,294,18,,,,,,,,,,,,,,,,,
5,20,6138,22,4,2,56.72583,296,0,,,,,,,,,,,,,,,,,
16,65,18186,45,6,1,2037.006,1229,4,,,,,,,,,,,,,,,,,
10,14,809,141,3,4,3111.906,201,1,,,,,,,,,,,,,,,,,
10,23,820,138,5,1,7962.497,126,10,,,,,,,,,,,,,,,,,
4,7,256,41,2,1,24.48222,132,3,,,,,,,,,,,,,,,,,
1,2,58,97,1,1,45.86722,512,0,,,,,,,,,,,,,,,,,
3,5,492,6,1,2,686.0883,353,0,,,,,,,,,,,,,,,,,
2,17,415,175,10,7,194.0114,342,7,,,,,,,,,,,,,,,,,
1,2,83,33,1,1,0.176111,254,0,,,,,,,,,,,,,,,,,
2,8,372,35,3,1,139.1147,185,2,,,,,,,,,,,,,,,,,
5,13,454,182,5,3,4042.846,306,5,,,,,,,,,,,,,,,,,
11,141,5917,43,63,3,2334.876,251,131,,,,,,,,,,,,,,,,,
1,5,131,77,2,15,2.292778,350,4,,,,,,,,,,,,,,,,,
2,5,163,472,1,12,12.66806,1170,0,,,,,,,,,,,,,,,,,
5,10,666,477,3,5,41.865,409,2,,,,,,,,,,,,,,,,,
7,27,850,179,17,5,243.6264,112,7,,,,,,,,,,,,,,,,,
1,2,83,26,1,5,2.476111,413,0,,,,,,,,,,,,,,,,,
7,6,312,26,2,5,317.1547,93,0,,,,,,,,,,,,,,,,,
12,26,5192,141,2,1,59.45222,392,0,,,,,,,,,,,,,,,,,
2,9,285,124,4,1,8.406667,244,16,,,,,,,,,,,,,,,,,
34,61,13258,1,3,1,160.4653,374,4,,,,,,,,,,,,,,,,,
4,6,173,464,2,5,2046.702,113,0,,,,,,,,,,,,,,,,,
8,80,25737,2,2,1,3495.936,221,0,,,,,,,,,,,,,,,,,
